doc_id,average_predicted,actual,average_margin
20961,1971.66739172596,1971.0,5.85341224492286
21734,1977.41618001231,1980.0,5.87625708035916
11545,1935.31681019843,1937.0,5.88059085705492
uc2.ark+=13960=t3hx1bd9t,1831.24449494766,1832.0,5.90139434819483
20240,1960.99333180724,1956.0,5.91034121775673
uiuo.ark+=13960=t1qf99m3q,1873.51042456869,1875.0,5.91201404743692
uc2.ark+=13960=t17m0b23x,1898.54056008815,1895.0,5.93664658661596
22103,1979.86631908713,1983.0,5.94269125084876
20008,1954.05146708954,1951.0,5.94486907731552
uc2.ark+=13960=t6zw19x28,1908.13016611935,1912.0,5.94525786638946
dul1.ark+=13960=t3dz14r97,1812.08204396417,1807.0,5.95128328894854
20270,1959.68009390452,1957.0,5.96862539308002
21501,1977.54368848856,1978.0,5.97550352394499
njp.32101051650776,1790.36865900586,1794.0,5.98065929483391
uiuo.ark+=13960=t0ft97228,1878.9063333907,1876.0,5.99747972798538
mdp.39015000551799,1840.86020720438,1838.0,5.99861596523074
23231,1984.5287611643,1989.0,5.99874330964977
20661,1960.55922815234,1965.0,6.00026681764788
11736,1940.79468420762,1943.0,6.00152891973803
nyp.33433076073786,1908.99762614875,1911.0,6.00693304755967
njp.32101076806486,1897.5076130939,1898.0,6.03308358210595
uva.x000315604,1916.21835582092,1914.0,6.03411756373481
10665,1945.50189372503,1942.0,6.04707621881885
21147,1971.77557846284,1973.0,6.05086764269247
uc2.ark+=13960=t4wh2p202,1839.4957102097,1834.0,6.07293174227134
uc2.ark+=13960=t7np1xq4d,1915.08103814792,1919.0,6.0769900360119
10083,1925.99285974068,1930.0,6.0777237937845
21900,1975.50029065223,1981.0,6.09279516170003
uva.x000674483,1882.57996645729,1888.0,6.09873488667035
11564,1941.61890943783,1938.0,6.09923364618003
nyp.33433074945779,1871.29610467065,1866.0,6.10250996045932
23191,1984.39780289213,1989.0,6.15571242853613
dul1.ark+=13960=t3vt2js1t,1788.09473466241,1786.0,6.17441280096776
10543,1942.56910638219,1938.0,6.17617815298468
njp.32101037977574,1802.36391055097,1807.0,6.18017487313593
uc2.ark+=13960=t3pv6dr2h,1911.28328132492,1911.0,6.18694986827498
11285,1928.49561424892,1930.0,6.18913047158666
21981,1983.46651244132,1982.0,6.19982117755208
nyp.33433076081649,1914.90015947688,1916.0,6.20254638755957
njp.32101066479765,1791.72318052816,1791.0,6.21817858759543
dul1.ark+=13960=t4jm31m6k,1862.20854452648,1862.0,6.22985803286262
22960,1989.91232299453,1988.0,6.25094775083166
21904,1975.36076493474,1981.0,6.2511098384778
21143,1967.92710470821,1973.0,6.25247864161799
uc1.32106001959946,1909.38276079494,1904.0,6.25398592808067
uc2.ark+=13960=t0ms3qz4m,1823.94922890571,1829.0,6.28071531991181
uiuo.ark+=13960=t1gh9v49g,1802.38558532703,1803.0,6.29189170036352
uiuo.ark+=13960=t9c53x809,1854.90648750872,1859.0,6.30690946115701
nyp.33433074915970,1804.80532172426,1809.0,6.31506712977256
22325,1989.79582108587,1985.0,6.31611768193066
20791,1972.39396821457,1968.0,6.32876133827132
11316,1936.40046493171,1931.0,6.33039305301258
mdp.39076002720709,1903.73984330619,1900.0,6.34727406402486
10336,1926.6854183447,1930.0,6.36510352715873
11469,1940.17564970091,1935.0,6.36774317246474
coo.31924013525971,1913.33329561007,1908.0,6.37079711150196
uiuo.ark+=13960=t09w1328x,1813.08839367574,1813.0,6.38197809950338
mdp.39015001553547,1912.14669529261,1912.0,6.408845996558
20618,1960.15422361248,1965.0,6.41247260887312
22897,1983.34999402302,1988.0,6.43156785942143
21511,1972.85554004134,1978.0,6.44244089772511
21470,1972.8142918204,1977.0,6.44447434037488
uva.x001705067,1921.83452497616,1917.0,6.4474515912577
11778,1939.57143678812,1945.0,6.45631522876304
uva.x030223689,1865.6735203991,1871.0,6.47763518924447
23468,1946.09891460337,1952.0,6.4835571651933
20526,1967.58101623491,1962.0,6.48466879623879
20133,1955.58408113366,1954.0,6.49042562558028
uiuo.ark+=13960=t09w14g77,1816.84441310744,1818.0,6.49164460377168
11311,1924.96704509799,1930.0,6.51019882051744
uc2.ark+=13960=t48p64044,1898.29270202166,1894.0,6.52581297403989
uc2.ark+=13960=t2794143s,1906.6437230291,1912.0,6.52735342463688
nyp.33433082485636,1918.95732964591,1918.0,6.53288512485076
mdp.39015048759016,1915.10552005871,1913.0,6.53624260602356
umn.31951002096159c,1833.83943453398,1838.0,6.54742123292753
inu.30000011752437,1915.69536552974,1910.0,6.55264237455228
20335,1960.16507537797,1958.0,6.55295620056008
10086,1926.59190082866,1930.0,6.55764809251756
mdp.39015059642994,1881.50294395252,1886.0,6.58050246610718
22488,1991.11253248407,1986.0,6.59127137364321
20842,1974.67689712993,1969.0,6.59194473852646
uc2.ark+=13960=t9571nb3d,1870.79603854824,1866.0,6.60673624376319
mdp.39015049217741,1898.16016064136,1892.0,6.60937107018835
22817,1983.51489885965,1988.0,6.61937327245449
nyp.33433074931118,1851.98540613413,1847.0,6.62053754460018
mdp.39076002607435,1920.61655929903,1917.0,6.63099646629353
uc1.b316144,1833.92543675065,1832.0,6.63187153456813
uc1.b3578934,1897.61204979568,1891.0,6.63288452057652
nyp.33433076072051,1926.70356061884,1922.0,6.65433103646885
uc2.ark+=13960=t5j961w9x,1917.40510887571,1911.0,6.67876639208092
LovecraftCharlesDexter1927,1926.68109551212,1927.0,6.68679736075202
mdp.39015018606049,1876.80837334286,1871.0,6.68782621626079
nyp.33433075761720,1887.49442739667,1888.0,6.68936357856647
10645,1938.03931860921,1941.0,6.70948272903217
23514,1958.92986847263,1964.0,6.71361952467845
20743,1962.52084965287,1967.0,6.71624722182574
njp.32101031806142,1875.13095802797,1874.0,6.72309808706834
21351,1981.47650513165,1976.0,6.73686183224406
20755,1962.0856474217,1967.0,6.73778977812846
20677,1967.37656703335,1966.0,6.74155758889062
nyp.33433075746895,1909.47583109598,1909.0,6.74465671234045
21126,1979.11897143066,1973.0,6.74874074197831
nyp.33433074857248,1900.10856200977,1905.0,6.75282665471006
nyp.33433076047871,1920.61618936164,1914.0,6.8021389747512
22241,1978.57479864524,1984.0,6.82457463733515
20176,1955.30657785677,1955.0,6.83612669816608
uc1.$b807274,1907.88026143952,1911.0,6.84147047000074
10292,1934.13361981491,1928.0,6.86076360174038
uiuo.ark+=13960=t7br98r5d,1813.26632418829,1810.0,6.86722242744841
21500,1984.34712478633,1978.0,6.86993015049525
mdp.39015000541717,1889.95340372646,1885.0,6.89623971568183
20936,1975.21932994606,1971.0,6.92170035487017
nyp.33433067303937,1800.3428928008,1807.0,6.92324800751123
11442,1927.33547276005,1934.0,6.92439667429498
uc2.ark+=13960=t1zc7v45r,1919.39208396595,1914.0,6.93024972145693
20162,1960.35128598053,1954.0,6.94294947996992
mdp.39015031235545,1918.97048459255,1920.0,6.96360906065706
20866,1975.29219034852,1970.0,6.97103819200433
11385,1926.83033264164,1932.0,6.97328307093514
11030,1930.45465592328,1927.0,6.97755307954856
inu.39000002156706,1907.92173531813,1903.0,6.98266006105385
21589,1976.04524638892,1978.0,6.99495898932646
10272,1933.57158654642,1927.0,7.00537334454376
uiuo.ark+=13960=t0ns19n7m,1798.7217747845,1801.0,7.0121822142812
mdp.39015039487205,1905.96199818556,1904.0,7.02516850002808
20370,1963.91331197665,1959.0,7.02945962513124
10733,1949.36389404668,1944.0,7.03913690153676
nyp.33433051569915,1796.78754929937,1800.0,7.04587005111239
uc1.b117774,1891.91546112335,1886.0,7.05317883819389
22305,1991.71584993234,1985.0,7.06150256423962
20712,1965.21398697156,1966.0,7.07468552071637
uc2.ark+=13960=t5x63bm4w,1916.08923549577,1913.0,7.11522560319403
20653,1960.72629208023,1965.0,7.11576411034777
uiuo.ark+=13960=t4km00443,1819.28199716967,1818.0,7.12715839166261
uc2.ark+=13960=t5n874v29,1887.28502567804,1885.0,7.14867066846423
uc1.b3578887,1895.42999758357,1897.0,7.15851574261548
mdp.39015010776881,1913.12337730959,1918.0,7.16389102525968
20083,1946.81273875007,1953.0,7.18556362749356
22073,1977.1034659151,1983.0,7.19643778747419
21088,1966.33598548853,1973.0,7.20086025647962
hvd.32044014279723,1831.4138399939,1827.0,7.20272201685013
mdp.39015011950758,1912.4418150614,1909.0,7.20982197822924
11191,1932.47353990023,1927.0,7.23215520415324
11782,1947.19966162301,1945.0,7.24226917278596
21469,1982.90743393998,1977.0,7.25603888852608
20152,1957.55896795472,1954.0,7.27039849696412
njp.32101068574530,1905.0561148788,1910.0,7.28448190217895
20065,1945.79619384328,1952.0,7.28698277964057
mdp.39076002286230,1912.88643763738,1915.0,7.32152651023114
inu.30000060903741,1843.21900779633,1849.0,7.32267486283867
uiuo.ark+=13960=t42r4bj1d,1863.18357750152,1867.0,7.32997196477331
20505,1966.81486856627,1962.0,7.34201504113591
11468,1939.78414620055,1935.0,7.3561077037979
20079,1958.59392257019,1952.0,7.36010879588524
mdp.39015011950766,1898.20393885351,1896.0,7.36256001913223
nyp.33433074955331,1780.02902784661,1777.0,7.38066193092217
njp.32101067707909,1880.72307923099,1874.0,7.39300653977282
mdp.39015038723360,1867.10614267872,1860.0,7.40930654505031
nyp.33433074937446,1837.53508133194,1832.0,7.41018000953309
nyp.33433075763080,1897.69792964864,1904.0,7.42933111052015
nnc1.cu58506756,1788.23715079818,1791.0,7.43748661127398
inu.39000005852087,1917.39753535114,1914.0,7.44567941801642
mdp.39015012876820,1897.44615398389,1890.0,7.45807613816642
20767,1972.56562191454,1967.0,7.47095119716117
20522,1955.62823969442,1962.0,7.47615412644883
uiuo.ark+=13960=t86h4xr9x,1803.53090313456,1806.0,7.47621002136141
11383,1938.64601948108,1932.0,7.49035630445733
dul1.ark+=13960=t1qf9gh9b,1869.70201951901,1863.0,7.49481555084804
wu.89004395398,1911.41435253147,1907.0,7.49803481454078
10265,1920.83544451387,1926.0,7.49993653222597
11096,1955.94013224917,1949.0,7.50501372146044
10877,1953.79911700387,1947.0,7.50952923890014
mdp.39015026244999,1883.21047066946,1878.0,7.50971162158273
nyp.33433022846707,1856.52572440702,1850.0,7.53680436216649
20683,1972.35465265144,1966.0,7.54467410881294
nyp.33433082173273,1897.55366756146,1894.0,7.58261436453645
uiuo.ark+=13960=t2697pf21,1873.9203630248,1880.0,7.58935247423871
22623,1979.74433043456,1987.0,7.60644358406951
njp.32101067630820,1873.11688629843,1867.0,7.61170186018869
hvd.hwjme4,1844.4707371606,1837.0,7.62500633727128
21560,1982.91075179156,1978.0,7.62714806792555
umn.31951002081141q,1833.2105825783,1826.0,7.63009804605761
dul1.ark+=13960=t66401k8k,1891.82837157091,1888.0,7.63835176033331
20041,1957.74345558921,1951.0,7.65220303204032
20979,1977.56871627896,1971.0,7.67263417804276
4458,1922.08980334821,1920.0,7.68358741484871
21685,1985.93434875665,1979.0,7.697371101174
mdp.39015062473205,1919.02372928533,1922.0,7.70393510389677
nyp.33433074850961,1898.68296352609,1905.0,7.70993505924766
20727,1973.99955959244,1967.0,7.71679272555367
uc2.ark+=13960=t3707xt9q,1915.25193004707,1908.0,7.73082817942943
20088,1960.10259820604,1953.0,7.74556286499451
21607,1972.67665095728,1979.0,7.74748799035136
uva.x000380956,1858.9119460558,1865.0,7.76611288961789
uc2.ark+=13960=t5n87gd14,1870.56666465763,1863.0,7.79592391685873
nyp.33433082170576,1853.15877350006,1847.0,7.79690569909016
mdp.39015063949229,1900.02775816466,1894.0,7.81300085560159
njp.32101067634046,1840.49724887834,1833.0,7.84718283810138
10302,1925.9054808443,1929.0,7.84837235919744
nyp.33433082530043,1922.56613802623,1918.0,7.85068700126387
11932,1942.84149449037,1950.0,7.86068064162739
uc1.b250127,1869.07863795972,1864.0,7.86608991344213
uc1.b3578339,1917.60953590009,1911.0,7.86741808619058
uiuo.ark+=13960=t9474zg09,1875.84969457356,1883.0,7.88095036052576
20871,1976.41800899262,1970.0,7.88204812704382
10679,1947.0159537164,1942.0,7.91321144229041
10365,1936.96355884747,1931.0,7.93997026996331
11416,1930.66875766334,1933.0,7.94396945223224
22193,1989.37052763084,1984.0,7.95393502376549
uc2.ark+=13960=t9t14vb5t,1875.20865541138,1874.0,8.00034261552399
22787,1983.5648572957,1987.0,8.00139217038905
11709,1934.86015413993,1942.0,8.00513910403262
njp.32101063580995,1904.50640091608,1903.0,8.01986317952917
10761,1940.88060644546,1944.0,8.03187218361669
10526,1931.05530649899,1937.0,8.04089273198964
mdp.39015063941135,1899.26152852579,1907.0,8.04610243289547
nyp.33433074863691,1839.06005476076,1832.0,8.06639204658103
uiuo.ark+=13960=t7cr65585,1878.85562438262,1886.0,8.07410751288105
20922,1962.49986915025,1970.0,8.08776677475608
coo.31924013476498,1888.96917605214,1885.0,8.09018493366096
njp.32101068138443,1897.88132099642,1892.0,8.12059788240602
uiuo.ark+=13960=t6zw24n6x,1822.55245358101,1818.0,8.12186420429583
uc1.b250120,1809.15335091858,1803.0,8.12495408504854
umn.319510024638086,1908.03669150948,1915.0,8.13777166656214
uva.x000237148,1857.73508721262,1865.0,8.15095603071465
uc1.32106006960592,1858.57318457002,1866.0,8.16902226882952
4690,1922.78687781183,1922.0,8.17190865085044
dul1.ark+=13960=t98637h6g,1902.3424201777,1895.0,8.17213236848547
mdp.39015010330341,1880.49337676568,1877.0,8.18801874413069
nyp.33433074879481,1906.90380157392,1914.0,8.19991402572419
nyp.33433075765705,1902.03754701673,1894.0,8.20321127915081
mdp.39015004274992,1853.4260147442,1846.0,8.20850149328352
11044,1924.34732894305,1932.0,8.2091316509513
21473,1983.91069679006,1977.0,8.23037157745804
20820,1976.91202691934,1969.0,8.24236379568097
uva.x000676502,1892.73010339191,1899.0,8.25568179237323
uc2.ark+=13960=t3rv0jp0n,1839.89537897399,1832.0,8.26055870571724
20194,1962.78050512557,1955.0,8.277657046051
20620,1965.00313755542,1965.0,8.2845045409695
njp.32101068580768,1871.31672389338,1868.0,8.29554071434424
uc1.b4104310,1891.36910868436,1899.0,8.29839021132084
nyp.33433075749287,1918.86767431221,1915.0,8.29930873149802
10065,1933.77578645158,1929.0,8.30713585627904
4599,1917.15513206533,1921.0,8.32422442583953
21494,1984.92291841886,1978.0,8.3383660180453
uc1.b250129,1865.30743716448,1864.0,8.34098084997106
21416,1970.05914719018,1977.0,8.34303867131886
mdp.39076002660483,1926.46293812498,1920.0,8.3508506977826
21672,1972.98584215058,1979.0,8.36104667358722
uc1.b287473,1824.80064084265,1818.0,8.36125630483966
nyp.33433074926712,1911.99009439487,1920.0,8.37199153787776
nyp.33433076060874,1872.94284624861,1865.0,8.37230607510958
njp.32101074629542,1795.78422472333,1790.0,8.38575905160958
10970,1958.14510479005,1950.0,8.43351320513182
uc1.31158008377706,1826.34914240655,1818.0,8.44829539043014
uc1.b318291,1882.65668285383,1883.0,8.45838751441572
mdp.39015006997806,1853.25995204194,1846.0,8.49152362934485
22676,1979.33215009438,1987.0,8.51232613146615
20428,1963.55211141257,1960.0,8.5156881550113
mdp.39015063950102,1802.14872079557,1794.0,8.52177820540522
mdp.39015021039980,1828.55538660765,1821.0,8.52697510874198
uva.x001752097,1908.62582136132,1910.0,8.53051070709052
21094,1967.0498894647,1973.0,8.5405374626334
11675,1948.95907953596,1941.0,8.54418560106357
10883,1948.74464227401,1948.0,8.58322483060266
22168,1981.19658403983,1984.0,8.59237570702543
21423,1985.37650692827,1977.0,8.60386071951165
20089,1960.24803227436,1953.0,8.62071135707491
njp.32101007059791,1835.16959102892,1843.0,8.62384401487256
4720,1928.07074903934,1922.0,8.64352890939073
mdp.39015004307362,1877.06366586509,1870.0,8.6984657951519
uc1.b4101416,1882.92477909505,1875.0,8.7139962091728
4705,1929.50315410838,1922.0,8.72426373630985
nyp.33433075818801,1882.15677147092,1875.0,8.73373329122778
10808,1951.38878560376,1946.0,8.75107977982011
uc1.b249346,1898.91069630176,1898.0,8.78834066287319
inu.30000042783591,1895.71484537681,1887.0,8.79051730274928
22498,1978.02728127118,1986.0,8.79505687575344
23059,1980.58023331109,1989.0,8.80970694153758
uc2.ark+=13960=t45q4sn3p,1901.51125452784,1893.0,8.81037718165614
mdp.39015078569723,1888.26565497173,1880.0,8.81285213908812
21686,1972.08883334506,1980.0,8.81961430678083
11274,1909.39709484497,1901.0,8.82027456968094
uc1.b3386909,1879.54026196553,1871.0,8.8285146974451
11242,1933.58754309114,1928.0,8.85205128120874
njp.32101066455278,1899.60684358187,1908.0,8.86084515042138
10993,1941.65005291333,1950.0,8.875618419425
mdp.39015059372105,1831.42095373069,1823.0,8.87616659976652
nyp.33433074880075,1863.11688643603,1871.0,8.87689531425893
nyp.33433074848668,1902.10208559599,1910.0,8.89172526915791
nyp.33433074955091,1798.72112072097,1790.0,8.90620985717266
10916,1952.17619202303,1948.0,8.91431428989912
11323,1939.226658533,1931.0,8.9200513750907
22783,1978.90707464739,1987.0,8.92671620883113
mdp.39015007007282,1882.8155630889,1889.0,8.93076422535851
uc2.ark+=13960=t5bc3wr6q,1874.49151287526,1879.0,8.93933657680896
10588,1947.31170092664,1939.0,8.95686336195535
21866,1973.22357953634,1981.0,8.96023235719728
nnc1.0037104152,1792.18640389849,1795.0,8.96153087160082
21905,1972.90776518517,1981.0,8.99885463836732
21739,1971.46716932533,1980.0,9.0395835366393
11535,1928.0114533241,1937.0,9.05255725072819
11592,1947.4221655243,1939.0,9.05706577762789
nyp.33433074911508,1796.0047736337,1788.0,9.07282626136729
10561,1946.21093110241,1938.0,9.07513293184117
uc1.b3324220,1867.52288757501,1859.0,9.08329631870262
nyp.33433074920608,1866.27048111443,1858.0,9.08457843744298
10736,1935.70640123789,1944.0,9.11965678221395
nyp.33433074866413,1905.04607229045,1898.0,9.15042148705709
22097,1975.2038867698,1983.0,9.17468234555669
nyp.33433074970710,1911.56988619439,1920.0,9.18591887786728
4528,1912.76182133301,1921.0,9.1926567964266
njp.32101031806159,1883.55676102616,1875.0,9.2024683510463
21390,1985.15064832482,1977.0,9.22877345733125
10622,1948.99340560004,1940.0,9.23811916335947
10117,1927.82950619761,1935.0,9.24330142593372
uiuo.ark+=13960=t2s475w45,1856.56813383218,1851.0,9.24760082810923
20163,1962.72291418427,1954.0,9.27264665515545
uc1.b4103074,1894.94978066243,1904.0,9.28193347697052
11519,1927.94191125409,1937.0,9.29952617458597
nyp.33433075833354,1859.67624936153,1867.0,9.31349787981809
JamesTurnOfScrew1898,1889.59842147433,1898.0,9.31628020371382
10151,1933.34734088485,1940.0,9.34179986302114
11169,1919.6603217774,1926.0,9.3432012114031
10838,1956.09633695661,1947.0,9.34816496313168
11252,1920.1399824769,1929.0,9.35474812481796
uc2.ark+=13960=t0xp6w75n,1906.7850889919,1912.0,9.35771191357959
dul1.ark+=13960=t3zs3df24,1879.31758824487,1888.0,9.36301328233345
