carry,-0.224926207887,-3936.4800027
best,-0.207386660798,-1372.52214139
intend,-0.206855625769,-7894.98277351
trade,-0.192799283886,-4119.11296227
affairs,-0.189877363107,-3112.13232889
parties,-0.185558622072,-4555.61280059
nation,-0.182657088366,-5721.01971329
establishing,-0.182347326841,-28517.5649045
willing,-0.179887097518,-4187.97836009
war,-0.176641252063,-1326.45541183
law,-0.175571720702,-2196.33078771
everybody,-0.174458270867,-2004.69555566
money,-0.173675384252,-783.70728587
makes,-0.172172693064,-2563.5274519
greeted,-0.172163783345,-7112.322559
argument,-0.170894312851,-6011.73213636
according,-0.16924522975,-2751.36100221
finds,-0.167603779179,-8530.52073299
rarely,-0.166469892122,-6730.75690941
compensation,-0.165766009168,-18491.3171752
interfere,-0.163683835203,-8442.54032625
country,-0.163329505891,-712.401089007
victory,-0.163092665703,-5306.34550869
fight,-0.161576340672,-1970.98680816
aloof,-0.161492890783,-15975.0176541
become,-0.160182401363,-1367.59848042
island,-0.159499033431,-1580.56791775
sarcasm,-0.159324118175,-11188.9018122
different,-0.157410287429,-1749.31648423
charity,-0.156706285461,-3698.72901622
leisurely,-0.156563345432,-11695.0859947
announced,-0.15481067743,-3131.46013026
meets,-0.15470373578,-15279.2543299
order,-0.154271135613,-1232.06525838
cost,-0.153798293939,-4455.71429136
loyalty,-0.153438368182,-9275.56737461
orders,-0.15329328828,-1920.90645633
loan,-0.152950451823,-11028.045495
soldiers,-0.152540450836,-1744.05784442
successful,-0.152230556427,-4805.19531988
troublesome,-0.152016214284,-10841.4501856
survivors,-0.151697714224,-21580.3311931
presents,-0.151504582181,-6339.16280189
group,-0.150919570915,-2191.10558407
pay,-0.149947084087,-1770.99779724
nest,-0.149812794291,-6148.46435962
comment,-0.149278506292,-6606.01283969
nations,-0.148667463041,-6571.2729677
display,-0.148661104544,-5212.04248658
is,-0.148490207288,-73.8374683813
act,-0.148215443908,-1891.24940858
proudly,-0.14775638016,-9575.07699903
bringing,-0.147200764789,-5293.74109108
talents,-0.147195142113,-3756.77772471
give,-0.147023189103,-712.734932418
players,-0.146790958646,-8613.64704756
curt,-0.146787920797,-21075.2483137
per,-0.146709112489,-3472.10085334
refrained,-0.146694541237,-18462.7513207
differ,-0.146364747826,-11322.7660529
good,-0.146278575531,-321.363165897
worthy,-0.146203949414,-2096.5598892
duty,-0.145579982231,-1334.03520231
quarrel,-0.145442864416,-5924.13223694
affects,-0.145421237219,-13903.2255841
fruit,-0.145368717413,-4147.76841627
defiant,-0.145208951015,-17738.6203232
ranks,-0.145101340953,-7367.70989272
dealings,-0.144598100027,-14710.5751955
consequences,-0.144383893393,-3422.7713888
fair,-0.144289136725,-921.389797153
greatest,-0.143654313557,-2445.79273037
are,-0.143186777589,-164.294879319
politics,-0.143000303314,-4487.24394606
make,-0.1429860403,-536.340441601
buy,-0.142802356518,-2913.32894145
perfection,-0.142688409239,-6607.72351077
tonne,-0.141909874713,-3938.22466886
defensive,-0.141818462551,-16110.4958596
assembly,-0.141762012826,-5001.74169084
men,-0.141021334051,-265.134369356
contempt,-0.140851810472,-3653.60793866
shoot,-0.14081858343,-3109.59430889
witty,-0.140776525868,-9912.00016551
honesty,-0.140705838431,-5369.74089998
travel,-0.140433752163,-3340.94174939
graces,-0.140227275434,-5945.96363776
discipline,-0.140115104114,-5164.58038108
philosophical,-0.14007482376,-10301.8931883
counsel,-0.139969306415,-3592.0018134
game,-0.139966991711,-1512.8428718
difference,-0.13960817327,-3406.02123744
winning,-0.138767685554,-8140.44799273
marry,-0.1381077361,-1519.66280961
challenged,-0.138051026339,-13202.2095592
business,-0.138035736077,-845.081931289
discuss,-0.137990418066,-6012.58105849
decision,-0.137715855584,-3240.25568653
loves,-0.137538357304,-3692.03203147
lent,-0.137527192573,-7169.28122876
take,-0.137056240314,-532.383114057
bar,-0.136958041428,-1651.92725923
battle,-0.136465242694,-1602.69605907
admire,-0.136454458879,-3944.61169617
calculating,-0.136411808699,-15349.1623468
education,-0.136083123782,-2805.85907485
expect,-0.135864337951,-2158.95839417
load,-0.13568980571,-6243.45774751
word,-0.13544599176,-771.183340502
dictated,-0.135207554717,-9678.05031784
loyal,-0.135097076476,-7872.65299093
shrewd,-0.13508508871,-8680.91552031
honourable,-0.134912813654,-3266.90478916
stand,-0.134814105846,-1653.94756007
gives,-0.13465218356,-3293.48859186
quality,-0.134592727521,-3620.85587816
grumbling,-0.134415466405,-13698.3532644
expense,-0.134316272361,-4296.26806296
interfered,-0.134055350562,-13488.2868229
won,-0.13381972573,-3284.79082196
love,-0.133814227675,-318.286173072
has,-0.133813140638,-223.798516927
forbid,-0.133713614995,-6038.72938821
capacity,-0.133501167664,-4697.56034949
marching,-0.133287016728,-9586.63811471
finest,-0.133172047369,-5288.25486697
beaten,-0.132493228455,-6234.51815176
tact,-0.132446095379,-10708.0381961
taken,-0.132334469163,-1184.37829209
youngster,-0.132278448747,-12766.1577842
savages,-0.132187421349,-3999.53888796
loading,-0.131921083184,-14080.8485329
softening,-0.131784994269,-15303.912416
scoundrel,-0.131776962427,-3648.36398358
cared,-0.131757868743,-4540.62102729
righteous,-0.131455961121,-11829.4223536
correct,-0.131270852391,-4152.08681383
serious,-0.131093964298,-2143.01402839
vines,-0.130669193213,-7370.25693147
defending,-0.130546448843,-16381.4964495
exchange,-0.13050609275,-4770.39194333
judgement,-0.130371917325,-2465.5447751
weighed,-0.130111772417,-9257.93453359
can,-0.130092224548,-268.385526008
amusement,-0.130075658021,-3925.93481781
bring,-0.129783450801,-1491.8501368
argue,-0.129713621008,-6675.99272211
leader,-0.129655742348,-3345.24307092
beats,-0.129352378152,-11862.2758353
trust,-0.129171609573,-1582.89976986
boil,-0.128655371621,-10094.6459189
ruffled,-0.128607416846,-12530.6213094
added,-0.128227773441,-944.092053213
fashion,-0.127921811795,-2257.0222496
lover,-0.127665526195,-1386.11348309
for,-0.127524488286,-107.931628828
caps,-0.127437893333,-11403.5396115
morals,-0.127143279849,-7502.77809705
principles,-0.127039288651,-2264.38499154
formal,-0.126960549682,-7033.89031725
ride,-0.126779157391,-2251.95514699
efficient,-0.12676754335,-8023.82655924
charitable,-0.126690279816,-8922.06162303
american,-0.126420363234,-1328.57965008
familiarity,-0.1261049424,-6983.09113418
landed,-0.126061929643,-4497.88137299
world,-0.126037940163,-424.723931763
crop,-0.126026034682,-11515.5848363
plenty,-0.1259647674,-2831.32444904
diminishing,-0.125891376155,-17254.8130121
boats,-0.125868924838,-2101.16288765
reaches,-0.125741742565,-12703.1926929
climate,-0.125612775102,-5844.76953287
rendezvous,-0.125431402237,-11171.5428059
argued,-0.125298064831,-5616.88197238
o,-0.125271940852,-323.422980151
contentedly,-0.125158276341,-18800.9408899
humiliation,-0.125132381815,-6650.7207765
political,-0.124895011763,-2630.72887646
evenly,-0.124481129739,-14487.3274043
countrymen,-0.12434721978,-6519.86453869
mould,-0.124225340633,-1054.20017359
braced,-0.123891697071,-9108.76066364
noisy,-0.123836708582,-6357.21485756
satisfaction,-0.123379715857,-2101.77542869
profit,-0.123363016033,-4204.86715756
currents,-0.123342040877,-8645.55678531
capital,-0.123286925898,-4346.79680553
live,-0.123164015435,-989.014606868
true,-0.123124041548,-971.695233751
honest,-0.12311951142,-2026.56464538
party,-0.122680802351,-824.804415624
acts,-0.122570094547,-4869.66962003
butter,-0.12216521074,-4570.37068282
pledge,-0.12208879228,-3897.3179849
tactics,-0.121987688022,-18544.1491927
substitute,-0.12188445323,-7854.34273002
philosopher,-0.121794927619,-3872.79569468
rights,-0.121789297979,-3765.3051956
land,-0.12176062542,-729.971089272
philosophy,-0.121536015314,-1940.61208749
gay,-0.121371231119,-1858.23007267
drunken,-0.121364721395,-4999.48384735
bond,-0.121319513854,-6448.56443229
exclusive,-0.121273732729,-11374.5970278
families,-0.121266717914,-3628.98672117
deftly,-0.121062661879,-16722.0413666
needs,-0.121053124975,-2615.86899371
actor,-0.120909348358,-7214.1180672
opinions,-0.120787661603,-3617.58628706
cough,-0.120761085006,-9242.69380075
educated,-0.120582145959,-5893.06467636
entertainment,-0.120328840966,-4434.981983
civil,-0.120165680413,-5665.45369576
critical,-0.119967611029,-6147.54770848
regularly,-0.119887747603,-6693.09617998
quick,-0.119847748348,-1708.12701571
takes,-0.119840848011,-3362.65544223
ridiculous,-0.119798579405,-3562.7889542
attacks,-0.119789587397,-8504.85351604
grieve,-0.119692503775,-7177.76550023
anchor,-0.119590885505,-3043.95271626
attack,-0.119480837374,-1790.11947654
offering,-0.119453348932,-4881.21438043
continues,-0.119026644576,-9779.99151128
gaily,-0.118814196704,-5870.91913943
acquired,-0.118766505588,-3980.60580496
pouch,-0.118740815962,-8020.02605392
begging,-0.118732696127,-9356.11164255
independent,-0.118429925457,-4731.44780083
sighted,-0.117806525842,-8955.59523454
privilege,-0.117799277412,-6032.94756889
virtue,-0.117789709659,-1121.68738149
class,-0.11771531214,-2180.78118399
saved,-0.117542420117,-2785.76975534
occasionally,-0.117521292943,-2908.78892591
stab,-0.117491946953,-7478.44956533
quarrelled,-0.117454086079,-10328.1732389
seeds,-0.117413795148,-6241.22805583
issues,-0.117281204983,-14890.695129
bluff,-0.117197902687,-3784.57877811
debate,-0.117195532869,-10250.1793508
exhibition,-0.116975964497,-8274.28656112
disgraced,-0.116958440039,-8501.60302862
thankful,-0.11692870251,-6150.0416438
vanity,-0.116212985095,-1846.94997586
drily,-0.116071324755,-8139.78560467
would,-0.11607003663,-118.302144518
